,SessionId,ItemId,Time,Reward
1116482,4751,3020,1342656000,1.0
1475019,12595,8553,1342656000,1.0
1475029,3509,8553,1342656000,1.0
1552871,16511,3171,1342656000,1.0
1584441,19434,6007,1342656000,1.0
742469,12611,268,1342656000,1.0
1475025,20523,8553,1342656000,1.0
1604779,9384,9038,1342656000,1.0
87750,3362,6889,1342656000,1.0
1475004,3031,8553,1342656000,1.0
1627785,14428,5358,1342656000,1.0
1586264,5612,11286,1342742400,1.0
634948,11657,9237,1342742400,1.0
760685,9317,5838,1342742400,1.0
734220,11088,419,1342742400,1.0
1518386,9088,5100,1342742400,1.0
1397575,9088,8307,1342742400,1.0
1582696,5612,9304,1342742400,1.0
557962,20273,11727,1342742400,1.0
459997,6429,9581,1342742400,1.0
604164,2086,1083,1342742400,1.0
412620,20273,10905,1342742400,1.0
611447,16756,7105,1342742400,1.0
1355837,5338,6644,1342742400,1.0
1605535,15959,7586,1342742400,1.0
1455305,10713,1779,1342742400,1.0
1137765,5189,1300,1342742400,1.0
1141066,9507,10999,1342742400,1.0
1093923,4906,11147,1342742400,1.0
1604851,1743,8985,1342742400,1.0
101357,10611,1454,1342742400,1.0
1518326,9088,5614,1342742400,1.0
258284,4681,4015,1342742400,1.0
308471,17984,2847,1342742400,1.0
1509707,655,198,1342742400,1.0
503100,10244,27,1342742400,1.0
346669,10713,8438,1342742400,1.0
935685,10713,8807,1342742400,1.0
250633,18371,3337,1342742400,1.0
700884,16378,5279,1342742400,1.0
619362,8507,9628,1342742400,1.0
1578108,12177,5620,1342742400,1.0
621265,20273,5784,1342742400,1.0
1471983,10713,9334,1342742400,1.0
109780,15538,4130,1342742400,1.0
664967,9088,8289,1342742400,1.0
946887,13661,7024,1342742400,1.0
1604520,1743,11381,1342742400,1.0
1008184,11511,8187,1342742400,1.0
283458,16756,9474,1342742400,1.0
74700,15538,12018,1342742400,1.0
547527,4317,1772,1342742400,1.0
1605762,20245,7293,1342742400,1.0
1627784,12351,5358,1342742400,1.0
449015,7970,1489,1342742400,1.0
1116488,10611,3020,1342742400,1.0
851853,281,8546,1342742400,1.0
282004,5259,11658,1342742400,1.0
408128,21428,9084,1342742400,1.0
496531,10713,3152,1342742400,1.0
1340690,18499,7561,1342742400,1.0
1302371,6410,3812,1342742400,1.0
445582,4906,651,1342742400,1.0
1477252,11511,1653,1342742400,1.0
1628351,12503,5710,1342742400,1.0
1072717,5338,18,1342742400,1.0
1136514,22001,2295,1342742400,1.0
411122,16756,11360,1342742400,1.0
1142847,1030,625,1342742400,1.0
1010450,5496,5876,1342742400,1.0
935534,9088,9199,1342742400,1.0
1605767,5581,7293,1342742400,1.0
1604560,14839,11381,1342742400,1.0
1604679,5581,8078,1342828800,1.0
92152,21520,9135,1342828800,1.0
1589539,929,3102,1342828800,1.0
782644,21520,3004,1342828800,1.0
1003554,16506,1916,1342828800,1.0
1605149,17216,8468,1342828800,1.0
856480,5414,6353,1342828800,1.0
909138,6444,1810,1342828800,1.0
1165015,13441,4989,1342828800,1.0
522934,16460,1415,1342828800,1.0
1557583,20288,1760,1342828800,1.0
732256,18176,3536,1342828800,1.0
1425973,12652,7768,1342828800,1.0
1604688,9041,9038,1342828800,1.0
28438,4475,5938,1342828800,1.0
641780,8638,10978,1342828800,1.0
1047072,5221,43,1342828800,1.0
1604961,20668,4908,1342828800,1.0
1042130,16506,10234,1342828800,1.0
935635,15330,5062,1342828800,1.0
1372216,11402,9223,1342828800,1.0
416277,21520,5893,1342828800,1.0
1393439,1455,9276,1342828800,1.0
518312,1855,12098,1342828800,1.0
1411575,21053,4741,1342828800,1.0
1331106,18016,1954,1342828800,1.0
1537119,21053,1331,1342828800,1.0
754557,7151,4991,1342828800,1.0
1605660,20668,7293,1342828800,1.0
444599,3540,10608,1342828800,1.0
980861,329,6681,1342828800,1.0
779806,14626,2072,1342828800,1.0
419675,18176,10279,1342828800,1.0
1051712,21520,2215,1342828800,1.0
1213734,320,5939,1342828800,1.0
1113438,21128,8167,1342828800,1.0
1331217,18016,12048,1342828800,1.0
581510,5781,10707,1342828800,1.0
604071,10265,9587,1342828800,1.0
460711,1455,6452,1342828800,1.0
347934,20663,10418,1342828800,1.0
616288,22103,8470,1342828800,1.0
1583088,18713,2832,1342828800,1.0
1003246,16506,9611,1342828800,1.0
552405,10250,1057,1342828800,1.0
1300936,2740,6981,1342828800,1.0
1379705,6907,6647,1342828800,1.0
1583222,20473,2069,1342828800,1.0
1605523,7314,7586,1342828800,1.0
5611,15391,3227,1342828800,1.0
1397690,11411,247,1342828800,1.0
1179927,11788,5473,1342828800,1.0
916664,11700,6585,1342828800,1.0
1605518,12914,7586,1342915200,1.0
1136006,5725,8593,1342915200,1.0
236454,9709,1201,1342915200,1.0
520400,9709,3085,1342915200,1.0
1300413,9185,9344,1342915200,1.0
1558630,18698,11189,1342915200,1.0
1605546,8389,7586,1342915200,1.0
1226478,21682,6028,1342915200,1.0
1605500,6944,7586,1342915200,1.0
1297859,5369,3014,1342915200,1.0
317688,9709,1187,1342915200,1.0
669540,17706,811,1342915200,1.0
356809,9709,8522,1342915200,1.0
1301049,9185,5025,1342915200,1.0
1300833,9185,6981,1342915200,1.0
1605427,8389,7548,1342915200,1.0
99549,7322,8216,1342915200,1.0
401815,695,1961,1342915200,1.0
1604274,181,4079,1342915200,1.0
900509,3676,6194,1342915200,1.0
678194,9709,4649,1342915200,1.0
1470515,9917,10269,1342915200,1.0
1028666,4683,2935,1342915200,1.0
1028676,9917,2935,1342915200,1.0
1470504,4683,10269,1342915200,1.0
922984,9709,11590,1342915200,1.0
1486631,15387,2801,1342915200,1.0
1508249,15387,6771,1342915200,1.0
1248328,9709,1800,1342915200,1.0
1452062,4683,6157,1342915200,1.0
986797,2090,8391,1342915200,1.0
301853,8191,5072,1342915200,1.0
708685,20731,1794,1342915200,1.0
542658,5045,7279,1342915200,1.0
1063857,9709,4792,1342915200,1.0
569047,10125,6075,1342915200,1.0
342751,10125,6848,1342915200,1.0
1604603,181,8078,1342915200,1.0
1089129,10125,7993,1342915200,1.0
584913,13274,56,1342915200,1.0
1539224,9917,3995,1342915200,1.0
1539220,4683,3995,1342915200,1.0
1245566,9709,6778,1342915200,1.0
39523,17108,2045,1342915200,1.0
1596475,14734,10437,1342915200,1.0
1582947,5186,10272,1342915200,1.0
1452088,9917,6157,1342915200,1.0
911244,16414,6533,1342915200,1.0
434356,10125,9745,1342915200,1.0
1262966,5153,4581,1342915200,1.0
865924,9709,8008,1342915200,1.0
1418286,15508,705,1342915200,1.0
1497942,15387,6821,1342915200,1.0
979743,17456,8159,1342915200,1.0
568127,18581,6166,1342915200,1.0
1116037,5725,10238,1342915200,1.0
137562,9709,9311,1342915200,1.0
1630662,2204,6476,1342915200,1.0
983007,16816,11034,1342915200,1.0
1596436,22329,10437,1342915200,1.0
1393389,21644,1699,1342915200,1.0
352337,9917,1279,1342915200,1.0
605193,695,11570,1342915200,1.0
363303,10125,3202,1342915200,1.0
1477694,4683,11036,1342915200,1.0
1267810,695,5392,1342915200,1.0
495151,9709,3458,1342915200,1.0
1502488,1246,81,1342915200,1.0
1477700,9917,11036,1342915200,1.0
264285,13719,9064,1342915200,1.0
1451785,9917,7361,1342915200,1.0
352297,4683,1279,1342915200,1.0
1044719,18891,9169,1342915200,1.0
1150685,5189,11811,1343001600,1.0
1604868,15657,8985,1343001600,1.0
621801,10403,1038,1343001600,1.0
1522017,13597,2201,1343001600,1.0
1340696,19120,7561,1343001600,1.0
1536100,10431,10243,1343001600,1.0
927155,14983,5665,1343001600,1.0
1584460,16990,6007,1343001600,1.0
1604823,7869,8985,1343001600,1.0
688821,14577,10869,1343001600,1.0
786924,8884,6758,1343001600,1.0
424506,5140,12083,1343001600,1.0
1583230,7869,2069,1343001600,1.0
1216076,18726,4382,1343001600,1.0
1604309,15657,4079,1343001600,1.0
31204,695,2725,1343001600,1.0
21428,18184,3757,1343001600,1.0
1604173,6605,1521,1343001600,1.0
1658095,10431,2511,1343001600,1.0
42457,7246,7399,1343001600,1.0
765149,2312,6977,1343001600,1.0
1605625,7869,7293,1343001600,1.0
1441663,21558,8321,1343001600,1.0
1055978,2122,1577,1343001600,1.0
1583041,15657,4492,1343001600,1.0
1605421,15657,7548,1343001600,1.0
85731,695,6950,1343001600,1.0
614208,2360,10894,1343001600,1.0
1584318,15657,4441,1343001600,1.0
176055,11017,3572,1343001600,1.0
1493029,12111,46,1343001600,1.0
1409445,7287,2660,1343001600,1.0
738723,11479,1032,1343001600,1.0
1583113,1916,2832,1343001600,1.0
1604637,15657,8078,1343001600,1.0
104542,11816,10585,1343001600,1.0
1573121,19030,6762,1343001600,1.0
1605490,7869,7586,1343001600,1.0
408974,4965,4476,1343001600,1.0
1318574,2312,219,1343001600,1.0
225978,13579,4802,1343001600,1.0
88135,8235,2510,1343001600,1.0
1604762,15657,9038,1343001600,1.0
1584392,1916,6007,1343001600,1.0
201241,8884,2836,1343001600,1.0
1474885,7389,8553,1343001600,1.0
1604547,14329,11381,1343001600,1.0
32453,6531,2849,1343001600,1.0
1583283,15657,2069,1343001600,1.0
1218267,19134,4428,1343001600,1.0
1605701,15657,7293,1343001600,1.0
1264357,21558,7628,1343001600,1.0
14922,5140,12,1343001600,1.0
1213236,11031,5802,1343001600,1.0
1604266,7869,4079,1343001600,1.0
1070769,21558,89,1343001600,1.0
1604943,7869,4908,1343001600,1.0
151326,9000,2301,1343001600,1.0
1604259,20473,4079,1343001600,1.0
906851,22103,10517,1343001600,1.0
1605761,1604,7293,1343001600,1.0
1604741,6605,9038,1343001600,1.0
1605755,7055,7293,1343001600,1.0
334258,6038,2864,1343001600,1.0
1335252,2165,3933,1343001600,1.0
867644,21862,5476,1343001600,1.0
1070958,19838,89,1343001600,1.0
303833,694,3505,1343001600,1.0
1605720,7715,7293,1343001600,1.0
799363,5178,2874,1343001600,1.0
1582993,7869,4492,1343001600,1.0
1604597,7869,8078,1343001600,1.0
1600977,16476,7326,1343001600,1.0
1466901,3119,5012,1343001600,1.0
958652,21558,1440,1343001600,1.0
1584387,7869,6007,1343001600,1.0
1587489,7287,10844,1343001600,1.0
1582923,15657,10272,1343001600,1.0
47883,3633,6833,1343001600,1.0
1605371,7869,7548,1343001600,1.0
520572,7246,10829,1343001600,1.0
929113,17007,9825,1343001600,1.0
1583102,7869,2832,1343001600,1.0
782632,7487,3004,1343001600,1.0
1604423,14938,1999,1343001600,1.0
1445530,8407,3444,1343001600,1.0
783055,8884,1926,1343001600,1.0
284764,9059,7492,1343001600,1.0
1096391,14536,11427,1343001600,1.0
1337239,10622,10807,1343088000,1.0
1474557,15893,2765,1343088000,1.0
404284,8248,3452,1343088000,1.0
1442642,12111,1044,1343088000,1.0
1605426,7715,7548,1343088000,1.0
1386635,8432,6561,1343088000,1.0
1474454,1797,2765,1343088000,1.0
554505,8314,356,1343088000,1.0
872571,13859,584,1343088000,1.0
1474554,5673,2765,1343088000,1.0
1166466,20580,8879,1343088000,1.0
637106,7523,10342,1343088000,1.0
1509092,10622,198,1343088000,1.0
1573094,18940,6762,1343088000,1.0
1573120,591,6762,1343088000,1.0
1604459,13509,1999,1343088000,1.0
1604646,7715,8078,1343088000,1.0
636619,19588,4023,1343088000,1.0
1604653,14329,8078,1343088000,1.0
1443744,4005,8076,1343088000,1.0
1474103,18588,2765,1343088000,1.0
267180,13509,9033,1343088000,1.0
73781,20231,300,1343088000,1.0
632440,12334,2543,1343088000,1.0
1408626,8248,6434,1343088000,1.0
1474231,8599,2765,1343088000,1.0
202154,3864,5483,1343088000,1.0
694483,12929,2325,1343088000,1.0
1474268,8957,2765,1343088000,1.0
1605000,10486,4908,1343088000,1.0
1574086,2995,9532,1343088000,1.0
510149,20231,7512,1343088000,1.0
1604939,5264,4908,1343088000,1.0
1357499,11402,3391,1343088000,1.0
56820,4812,3217,1343088000,1.0
1604363,21038,4079,1343088000,1.0
693332,14021,4635,1343088000,1.0
567771,9555,7602,1343088000,1.0
1474318,16697,2765,1343088000,1.0
573249,8248,6190,1343088000,1.0
1068589,14657,2123,1343088000,1.0
1474361,3719,2765,1343088000,1.0
698150,17133,2957,1343088000,1.0
333571,9547,986,1343088000,1.0
506058,4765,7092,1343088000,1.0
1604775,14329,9038,1343088000,1.0
834296,8938,835,1343088000,1.0
1604685,21038,8078,1343088000,1.0
47953,21294,6833,1343088000,1.0
1560050,10027,11431,1343088000,1.0
339434,384,4523,1343088000,1.0
104838,13124,10792,1343088000,1.0
318753,122,741,1343088000,1.0
1436978,21965,7622,1343088000,1.0
1605585,12519,7293,1343088000,1.0
109758,20231,4130,1343088000,1.0
791051,14021,10124,1343088000,1.0
1605384,12929,7548,1343088000,1.0
133749,21686,3441,1343088000,1.0
664174,22109,8907,1343088000,1.0
1267575,7763,4853,1343088000,1.0
1605590,20676,7293,1343088000,1.0
419823,8975,11086,1343088000,1.0
1605652,3437,7293,1343088000,1.0
1583040,16287,4492,1343088000,1.0
349978,10622,2223,1343088000,1.0
380959,7287,239,1343088000,1.0
1605303,192,8468,1343088000,1.0
74986,20231,9070,1343088000,1.0
608348,4005,8129,1343088000,1.0
229503,13939,1721,1343088000,1.0
1605712,6489,7293,1343088000,1.0
49874,14581,6690,1343088000,1.0
1605689,10092,7293,1343088000,1.0
1604261,19992,4079,1343088000,1.0
558852,14123,8997,1343088000,1.0
1584357,10562,4441,1343088000,1.0
890586,7287,1105,1343088000,1.0
1605738,1654,7293,1343088000,1.0
83453,8248,11551,1343088000,1.0
1583290,7715,2069,1343088000,1.0
1582988,20473,4492,1343088000,1.0
1605683,14370,7293,1343088000,1.0
1549230,122,952,1343088000,1.0
396193,20231,719,1343088000,1.0
523120,21577,1415,1343088000,1.0
1415933,17707,6851,1343088000,1.0
748818,22109,6686,1343088000,1.0
1655742,8246,1838,1343088000,1.0
74193,6519,6646,1343088000,1.0
971216,4916,11772,1343088000,1.0
910512,13297,5078,1343088000,1.0
1175656,4765,3343,1343088000,1.0
1604253,19340,4079,1343174400,1.0
201415,17696,807,1343174400,1.0
1605026,12674,9043,1343174400,1.0
498498,17696,7318,1343174400,1.0
934588,15068,7353,1343174400,1.0
1605001,14101,4908,1343174400,1.0
1584377,16914,6007,1343174400,1.0
1583025,5730,4492,1343174400,1.0
1272425,16525,2739,1343174400,1.0
1582956,14203,10272,1343174400,1.0
1582965,19879,10272,1343174400,1.0
1605034,20585,9043,1343174400,1.0
1421751,17602,2534,1343174400,1.0
616766,17409,8470,1343174400,1.0
82609,343,6870,1343174400,1.0
57934,650,10245,1343174400,1.0
1605634,13822,7293,1343174400,1.0
1151413,2054,7307,1343174400,1.0
1474212,19736,2765,1343174400,1.0
1321912,11778,6810,1343174400,1.0
1643070,9678,2315,1343174400,1.0
1583196,19879,2832,1343174400,1.0
1422413,17409,9567,1343174400,1.0
1582948,17985,10272,1343174400,1.0
1582952,10686,10272,1343174400,1.0
1239850,9678,7691,1343174400,1.0
199657,2532,12043,1343174400,1.0
1096506,14815,4312,1343174400,1.0
157347,2731,9131,1343174400,1.0
408884,1732,9769,1343174400,1.0
1605607,17111,7293,1343174400,1.0
1605702,12595,7293,1343174400,1.0
1583068,18779,4492,1343174400,1.0
1604264,14905,4079,1343174400,1.0
1474549,8779,2765,1343174400,1.0
38709,20767,6709,1343174400,1.0
146715,2731,8195,1343174400,1.0
186700,14815,5121,1343174400,1.0
1605714,14503,7293,1343174400,1.0
1605715,13178,7293,1343174400,1.0
1473856,5065,2765,1343174400,1.0
1605719,10661,7293,1343174400,1.0
1386624,10948,6561,1343174400,1.0
496860,2532,10895,1343174400,1.0
589906,3899,406,1343174400,1.0
33691,21752,4993,1343174400,1.0
601343,19170,2596,1343174400,1.0
1604740,22189,9038,1343174400,1.0
1605732,20182,7293,1343174400,1.0
1605734,14329,7293,1343174400,1.0
1604331,5795,4079,1343174400,1.0
1473865,9241,2765,1343174400,1.0
1473866,3079,2765,1343174400,1.0
1605083,14329,9043,1343174400,1.0
1474573,14546,2765,1343174400,1.0
817989,18173,9369,1343174400,1.0
1604387,12674,1999,1343174400,1.0
1627696,9944,5358,1343174400,1.0
1203554,18842,4956,1343174400,1.0
1627695,14569,5358,1343174400,1.0
319996,5061,8053,1343174400,1.0
604956,2532,11118,1343174400,1.0
890681,2532,1105,1343174400,1.0
1474171,11988,2765,1343174400,1.0
1596525,9810,10437,1343174400,1.0
374770,343,5918,1343174400,1.0
1604888,427,8985,1343174400,1.0
1403872,20268,2779,1343174400,1.0
1605598,1075,7293,1343174400,1.0
1473750,2528,2765,1343174400,1.0
217168,343,5486,1343174400,1.0
1604612,268,8078,1343174400,1.0
1604996,17985,4908,1343174400,1.0
1605651,11745,7293,1343174400,1.0
1448324,114,5993,1343174400,1.0
1582876,10189,10272,1343174400,1.0
185382,343,9649,1343174400,1.0
1510048,9678,198,1343174400,1.0
1583213,16773,2069,1343174400,1.0
1604284,268,4079,1343174400,1.0
864607,5850,4627,1343174400,1.0
1605398,1143,7548,1343174400,1.0
1582867,16773,10272,1343174400,1.0
1015313,10546,5252,1343174400,1.0
1605596,4328,7293,1343174400,1.0
1603964,12674,3859,1343174400,1.0
1604824,4616,8985,1343174400,1.0
1605400,5730,7548,1343174400,1.0
910517,9770,5078,1343174400,1.0
1363999,9599,4401,1343174400,1.0
1628344,6819,5710,1343174400,1.0
862374,9678,7805,1343174400,1.0
140895,343,251,1343174400,1.0
375374,11089,9210,1343174400,1.0
1604771,7715,9038,1343174400,1.0
61069,18983,6326,1343174400,1.0
1583045,6489,4492,1343174400,1.0
261430,695,11506,1343174400,1.0
379038,14815,9447,1343174400,1.0
37603,874,6056,1343174400,1.0
1583145,21373,2832,1343174400,1.0
520951,9019,4111,1343174400,1.0
1397621,9678,8307,1343174400,1.0
308852,10844,6609,1343174400,1.0
1457003,5850,6323,1343174400,1.0
1582913,13440,10272,1343174400,1.0
1583034,13440,4492,1343174400,1.0
881889,14815,3864,1343174400,1.0
1604724,3418,9038,1343174400,1.0
816108,17696,9423,1343174400,1.0
891866,21524,9207,1343174400,1.0
735847,3745,2840,1343174400,1.0
1474601,5394,2765,1343174400,1.0
1242509,9702,8459,1343174400,1.0
694514,15841,2325,1343174400,1.0
564251,18983,4555,1343174400,1.0
1583473,17067,4062,1343174400,1.0
737548,2532,8449,1343174400,1.0
822731,2532,4169,1343174400,1.0
1583153,15657,2832,1343174400,1.0
1604875,7715,8985,1343174400,1.0
530636,5061,3723,1343174400,1.0
1474070,6716,2765,1343174400,1.0
1604640,7942,8078,1343174400,1.0
1068165,12618,751,1343174400,1.0
1113491,10782,8167,1343174400,1.0
1386594,17860,6561,1343174400,1.0
449030,2731,1489,1343260800,1.0
1627722,22076,5358,1343260800,1.0
113624,15022,7936,1343260800,1.0
1475081,5333,8553,1343260800,1.0
137464,3718,9311,1343260800,1.0
1276475,12087,11681,1343260800,1.0
1596428,14651,10437,1343260800,1.0
1627766,13190,5358,1343260800,1.0
1604867,5368,8985,1343260800,1.0
1604949,9511,4908,1343260800,1.0
341040,18228,3606,1343260800,1.0
1605591,18333,7293,1343260800,1.0
1604171,7126,1521,1343260800,1.0
40012,18228,9705,1343260800,1.0
1582892,3762,10272,1343260800,1.0
302680,3718,5637,1343260800,1.0
1582932,7715,10272,1343260800,1.0
1604473,6523,11381,1343260800,1.0
1171053,10413,1937,1343260800,1.0
1583018,18937,4492,1343260800,1.0
1365643,545,2599,1343260800,1.0
369071,13618,4897,1343260800,1.0
782675,10158,3004,1343260800,1.0
1582978,1533,4492,1343260800,1.0
1604600,18544,8078,1343260800,1.0
439762,9579,7368,1343260800,1.0
439779,15207,7368,1343260800,1.0
1582992,14905,4492,1343260800,1.0
932961,10874,9576,1343260800,1.0
1583048,7715,4492,1343260800,1.0
7302,6856,6426,1343260800,1.0
1604620,18937,8078,1343260800,1.0
611076,15157,2562,1343260800,1.0
1170469,11053,10969,1343260800,1.0
1045207,15207,1819,1343260800,1.0
617107,7322,428,1343260800,1.0
934532,15068,1837,1343260800,1.0
70154,7970,7995,1343260800,1.0
1584268,20473,4441,1343260800,1.0
1605632,18960,7293,1343260800,1.0
1104623,21965,9935,1343260800,1.0
262506,11108,4657,1343260800,1.0
1231372,18769,2555,1343260800,1.0
1052807,21091,792,1343260800,1.0
1386553,20676,6561,1343260800,1.0
1207432,13457,10472,1343260800,1.0
976952,15686,1910,1343260800,1.0
714195,10946,6487,1343260800,1.0
1605527,14370,7586,1343260800,1.0
1604625,5483,8078,1343260800,1.0
1604590,19340,8078,1343260800,1.0
1605601,13306,7293,1343260800,1.0
1261285,11273,3510,1343260800,1.0
1627719,6961,5358,1343260800,1.0
1108782,11967,7214,1343260800,1.0
1038844,13274,1382,1343260800,1.0
964138,19688,2504,1343260800,1.0
1604270,18544,4079,1343260800,1.0
692616,11304,9032,1343260800,1.0
1301185,18352,5025,1343260800,1.0
1598039,8186,10814,1343260800,1.0
1604222,3767,1521,1343260800,1.0
1604291,18937,4079,1343260800,1.0
1604434,12926,1999,1343260800,1.0
1604761,7859,9038,1343260800,1.0
424273,15369,6743,1343260800,1.0
360747,18228,8329,1343260800,1.0
694451,13101,2325,1343260800,1.0
1605663,16655,7293,1343260800,1.0
599137,15207,3472,1343260800,1.0
1113469,15477,8167,1343260800,1.0
1474076,1735,2765,1343260800,1.0
1474087,10955,2765,1343260800,1.0
1604296,5483,4079,1343260800,1.0
593606,18769,11213,1343260800,1.0
1607650,7709,11806,1343260800,1.0
1584401,20013,6007,1343260800,1.0
376278,4961,6065,1343260800,1.0
1457405,14723,3221,1343260800,1.0
1473738,18333,2765,1343260800,1.0
1605673,18937,7293,1343260800,1.0
581130,412,577,1343260800,1.0
1169371,14093,10480,1343260800,1.0
16311,18228,4928,1343260800,1.0
694477,11922,2325,1343260800,1.0
1474155,13440,2765,1343260800,1.0
1605656,11436,7293,1343260800,1.0
1474004,15724,2765,1343260800,1.0
52691,10413,5652,1343260800,1.0
101509,3001,526,1343260800,1.0
685730,9579,10135,1343260800,1.0
644340,10413,6147,1343260800,1.0
292813,14251,4145,1343260800,1.0
1530102,9599,12003,1343260800,1.0
1529510,9759,10643,1343260800,1.0
1605408,14370,7548,1343260800,1.0
1613972,2245,9445,1343260800,1.0
1563468,14723,12074,1343260800,1.0
1584454,7055,6007,1343260800,1.0
52826,12517,5652,1343260800,1.0
101389,12668,1454,1343260800,1.0
634033,21957,3481,1343260800,1.0
1680630,22182,9504,1343260800,1.0
691161,17539,6884,1343260800,1.0
1473932,11922,2765,1343260800,1.0
1573108,5557,6762,1343260800,1.0
1132707,20843,6741,1343260800,1.0
91570,13016,12044,1343260800,1.0
1209771,19223,2454,1343260800,1.0
1584416,18937,6007,1343260800,1.0
1535649,21549,6651,1343260800,1.0
59594,10158,10959,1343260800,1.0
141000,13016,251,1343260800,1.0
1604396,14667,1999,1343260800,1.0
1573161,613,6863,1343260800,1.0
1605435,17295,7548,1343260800,1.0
1425495,18228,7663,1343260800,1.0
1642852,22187,7787,1343260800,1.0
685472,8669,4668,1343260800,1.0
1604536,6180,11381,1343260800,1.0
1605494,9511,7586,1343260800,1.0
110565,21339,11899,1343260800,1.0
1080255,2749,859,1343260800,1.0
1474648,15037,2765,1343260800,1.0
1173875,10413,897,1343260800,1.0
1583130,18937,2832,1343260800,1.0
1605009,21038,4908,1343260800,1.0
502712,10413,2144,1343260800,1.0
677033,10946,596,1343260800,1.0
373298,15068,10968,1343260800,1.0
1605474,13306,7586,1343260800,1.0
1604421,475,1999,1343260800,1.0
1474536,22093,2765,1343260800,1.0
1211458,13151,2411,1343260800,1.0
428214,4773,5568,1343260800,1.0
1514047,11487,5103,1343260800,1.0
1250415,15357,2711,1343260800,1.0
278837,16329,993,1343260800,1.0
168239,15379,10416,1343260800,1.0
1474608,18793,2765,1343260800,1.0
665065,11778,8289,1343260800,1.0
1605739,16883,7293,1343260800,1.0
842398,20288,8580,1343260800,1.0
1474651,6800,2765,1343260800,1.0
1605718,8797,7293,1343260800,1.0
1584300,18937,4441,1343260800,1.0
1474241,20241,2765,1343260800,1.0
1132777,20843,8679,1343260800,1.0
72960,13515,2890,1343260800,1.0
1584342,486,4441,1343260800,1.0
1552945,5557,3171,1343260800,1.0
1166368,911,8879,1343260800,1.0
1474299,4951,2765,1343260800,1.0
1079686,2749,4404,1343260800,1.0
1605695,18734,7293,1343260800,1.0
1474829,5078,8553,1343260800,1.0
1474301,15491,2765,1343260800,1.0
1474392,19643,2765,1343260800,1.0
1422542,19419,5904,1343260800,1.0
1605774,18793,7293,1343260800,1.0
1324291,5477,6725,1343347200,1.0
1583001,13822,4492,1343347200,1.0
1436227,14384,6467,1343347200,1.0
751521,19320,2563,1343347200,1.0
21233,14577,3351,1343347200,1.0
1584419,18641,6007,1343347200,1.0
551201,6868,9076,1343347200,1.0
1605717,4245,7293,1343347200,1.0
325264,7326,2207,1343347200,1.0
904464,7474,6438,1343347200,1.0
1566609,7785,2467,1343347200,1.0
271976,18750,11397,1343347200,1.0
1584380,20473,6007,1343347200,1.0
1605750,8126,7293,1343347200,1.0
1604245,4144,4079,1343347200,1.0
1376720,6868,7874,1343347200,1.0
1329466,5477,6084,1343347200,1.0
485817,17763,5827,1343347200,1.0
551609,877,6691,1343347200,1.0
649333,4578,5589,1343347200,1.0
119993,18092,1895,1343347200,1.0
1434867,21877,11263,1343347200,1.0
1605775,10692,7293,1343347200,1.0
1605771,317,7293,1343347200,1.0
1605681,11854,7293,1343347200,1.0
1163179,14384,6611,1343347200,1.0
1584363,7394,4441,1343347200,1.0
782435,22048,8874,1343347200,1.0
27932,9845,783,1343347200,1.0
1189002,15673,3926,1343347200,1.0
337783,929,3928,1343347200,1.0
500934,11511,699,1343347200,1.0
1176076,6462,3343,1343347200,1.0
1605573,317,7586,1343347200,1.0
1583219,19332,2069,1343347200,1.0
1605682,12018,7293,1343347200,1.0
1107635,14577,10346,1343347200,1.0
1402064,3086,12066,1343347200,1.0
1605354,3113,7548,1343347200,1.0
335715,18750,1273,1343347200,1.0
638106,15369,6536,1343347200,1.0
505420,1081,9393,1343347200,1.0
964353,17696,3548,1343347200,1.0
789101,4174,1493,1343347200,1.0
1604655,17837,8078,1343347200,1.0
1474185,5462,2765,1343347200,1.0
1605452,317,7548,1343347200,1.0
864526,11358,8495,1343347200,1.0
824419,4105,8283,1343347200,1.0
1208079,4246,3761,1343347200,1.0
1465462,7453,6060,1343347200,1.0
1114970,19320,8440,1343347200,1.0
1604583,20676,8078,1343347200,1.0
1474405,7335,2765,1343347200,1.0
242962,4578,2198,1343347200,1.0
1124977,3307,10291,1343347200,1.0
1605465,3113,7586,1343347200,1.0
1081835,7335,10701,1343347200,1.0
1604672,18779,8078,1343347200,1.0
1605483,18105,7586,1343347200,1.0
1474634,8593,2765,1343347200,1.0
733197,4246,4125,1343347200,1.0
1627834,11778,8142,1343347200,1.0
700249,1646,11346,1343347200,1.0
1474647,17316,2765,1343347200,1.0
853254,16506,682,1343347200,1.0
1626393,2146,9397,1343347200,1.0
1604577,4144,8078,1343347200,1.0
1474878,18739,8553,1343347200,1.0
703419,3899,1247,1343347200,1.0
1604324,17837,4079,1343347200,1.0
36484,2054,8651,1343347200,1.0
1604301,12018,4079,1343347200,1.0
1583161,6489,2832,1343347200,1.0
1636001,12082,1955,1343347200,1.0
1518622,877,8793,1343347200,1.0
1123274,877,3228,1343347200,1.0
1474041,5760,2765,1343347200,1.0
88091,13844,2510,1343347200,1.0
1573205,3989,6863,1343347200,1.0
1446997,6578,2856,1343347200,1.0
458166,19620,11490,1343347200,1.0
313286,4246,6504,1343347200,1.0
1059941,3086,10654,1343347200,1.0
1228221,18750,847,1343347200,1.0
262739,16506,6929,1343347200,1.0
241211,15369,11633,1343347200,1.0
1288453,21877,11965,1343347200,1.0
